,file_name,formula,h,explicit,ep_len,reward,init_omega,init_theta
36,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.05,True,1000,-5202.618113312385,0.2983746424130424,7.999997186634397
30,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.05,True,1000,-5202.599573484445,-0.29871304944993554,-7.999411790829647
35,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.05,True,1000,-5202.590116998737,0.2983919013360518,7.997537157597621
33,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.05,True,1000,-5202.570938174804,-0.30862604483535794,-7.999999927530163
34,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.05,True,1000,-5202.570938174804,-0.30862605632570744,-7.999999973211914
40,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.025,True,1000,-4714.2553536856385,9.535407193353587,0.828370662745656
45,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.025,True,1000,-4713.648491868778,-3.029765671260799,0.8301763564595874
48,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.025,True,1000,-4708.827630789969,3.2753609229047744,0.8795577986086517
46,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.025,True,1000,-4600.4823911820295,2.937871487942236,0.9327529354081716
47,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.025,True,1000,-4587.149080257491,-2.800952544626646,-1.236986751107898
50,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.0125,True,1000,-5034.2584463970015,3.140394018393805,-0.01037562682593076
54,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.0125,True,1000,-4233.823691660482,-0.6479779088831261,7.999999821335971
53,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.0125,True,1000,-4233.772895618236,0.6455303286448264,-7.999999978528549
52,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.0125,True,1000,-4233.768899938084,0.6454724612789197,-7.999984879459035
51,symbolic_complex13A_cma_pendulum_fav_model.pt,(((x2*31.252474868956536 + x1*122.78520287688075) * x0) / ((x2 * (x2 * -1.426890233133197)) + -11.029852389866175)),0.0125,True,1000,-4233.73562793234,0.6457206491900369,-7.9993407205259395
