,file_name,formula,h,explicit,ep_len,reward,init_omega,init_theta
33,symbolic_complex7A_cma_pendulum_final_model.pt,((2.55002979152217*(x2 * x0) + 8.751262179344549*x1 ) / -1.4164197564724554),0.05,True,1000,-6420.243730543707,1.9254494527080903,7.999999843357349
39,symbolic_complex7A_cma_pendulum_final_model.pt,((2.55002979152217*(x2 * x0) + 8.751262179344549*x1 ) / -1.4164197564724554),0.05,True,1000,-6420.243730543707,1.9254494830483142,7.999999999936461
38,symbolic_complex7A_cma_pendulum_final_model.pt,((2.55002979152217*(x2 * x0) + 8.751262179344549*x1 ) / -1.4164197564724554),0.05,True,1000,-6420.243729874564,-4.357736760201979,7.999999963997927
30,symbolic_complex7A_cma_pendulum_final_model.pt,((2.55002979152217*(x2 * x0) + 8.751262179344549*x1 ) / -1.4164197564724554),0.05,True,1000,-6420.243727966657,-1.9254497057041862,-7.999998247371798
35,symbolic_complex7A_cma_pendulum_final_model.pt,((2.55002979152217*(x2 * x0) + 8.751262179344549*x1 ) / -1.4164197564724554),0.05,True,1000,-6420.243727966657,-1.9254496698579078,-7.9999981741942845
43,symbolic_complex7A_cma_pendulum_final_model.pt,((2.55002979152217*(x2 * x0) + 8.751262179344549*x1 ) / -1.4164197564724554),0.025,True,1000,-6200.283789898695,11.413258938077984,-7.9999991229314515
46,symbolic_complex7A_cma_pendulum_final_model.pt,((2.55002979152217*(x2 * x0) + 8.751262179344549*x1 ) / -1.4164197564724554),0.025,True,1000,-6200.283785437366,-1.1531111956816114,-7.999993893110523
47,symbolic_complex7A_cma_pendulum_final_model.pt,((2.55002979152217*(x2 * x0) + 8.751262179344549*x1 ) / -1.4164197564724554),0.025,True,1000,-6200.283785437366,-1.153111206109042,-7.999993595289049
41,symbolic_complex7A_cma_pendulum_final_model.pt,((2.55002979152217*(x2 * x0) + 8.751262179344549*x1 ) / -1.4164197564724554),0.025,True,1000,-6200.283784508547,1.1531119093372706,7.999991586746084
44,symbolic_complex7A_cma_pendulum_final_model.pt,((2.55002979152217*(x2 * x0) + 8.751262179344549*x1 ) / -1.4164197564724554),0.025,True,1000,-6200.283784508546,-1.1531119632493112,-7.999991504502245
56,symbolic_complex7A_cma_pendulum_final_model.pt,((2.55002979152217*(x2 * x0) + 8.751262179344549*x1 ) / -1.4164197564724554),0.0125,True,1000,-7563.040479042448,-2.7308817540323433,0.09447080980196526
51,symbolic_complex7A_cma_pendulum_final_model.pt,((2.55002979152217*(x2 * x0) + 8.751262179344549*x1 ) / -1.4164197564724554),0.0125,True,1000,-6043.545230029882,-4.79316803019785,-7.999999987598278
