,file_name,formula,h,explicit,ep_len,reward,init_omega,init_theta
40,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.0125,True,1000,-3285.9616082699195,2.06282743057481,-7.999751557313764
36,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.0125,True,1000,-3285.035695107827,-4.258502476333529,-7.999990909397618
35,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.0125,True,1000,-3284.696900949831,-2.0478677109015595,7.999998859929927
37,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.0125,True,1000,-3284.1487398142876,-2.011033595787116,7.999678149188826
39,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.0125,True,1000,-3284.038968872934,2.029664057094272,-7.990360084368119
0,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.05,False,1000,-2010.0481762267507,-3.1415926535705685,-3.891704214729096e-11
1,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.05,False,1000,-1992.4908330800615,3.1415926535787473,1.1326047645794162e-10
5,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.05,False,1000,-1691.7428127392532,-3.141592656874056,-9.655716200259587e-09
2,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.05,False,1000,-783.9797188196308,3.142123427876508,0.007657042381297158
4,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.05,False,1000,-758.8376222663654,3.1397630656151825,-0.010014744552550244
8,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.025,False,1000,-2612.9170848023214,-3.141592965294712,-3.9309791251303556e-07
13,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.025,False,1000,-2185.219510723781,-3.1415999043525176,-3.6954319400000215e-05
7,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.025,False,1000,-1127.498192290908,-3.1469433564312084,0.11007093558359256
9,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.025,False,1000,-864.1267979080011,-3.0859581815836847,1.101569630010811
10,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.025,False,1000,-685.7506422910612,-3.2904089523781526,2.4409433970858103
19,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.0125,False,1000,-3360.6758957225306,-3.14189671423892,-0.0007883739736012708
17,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.0125,False,1000,-2599.7133304246486,-3.1385730064548185,0.03648283892706693
16,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.0125,False,1000,-2528.6382094214564,3.13463345956345,-0.04383419116116175
15,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.0125,False,1000,-2173.223584314974,3.1290363576679896,-0.20441743923267788
18,symbolic_complex19A_final_model.pt,(((1.6276639699935913*x2 + (x1 / 0.1611037701368332)) * x0) / ((((x1 / 0.16852176189422607) + 0.993894636631012*x2) * (x2 * -0.08521824330091476)) + -0.7546262741088867)),0.0125,False,1000,-2028.2572756350344,3.083468105483705,-0.2613078149495203
