,file_name,formula,h,explicit,ep_len,reward,init_omega,init_theta
38,symbolic_LandajuelaOrig2.pt,-7.079999923706055 *x1 + (-13.390000343322754*x1 + -3.119999885559082*x2) / (x0) + 0.27000001072883606,0.0125,True,1000,-4210.617634994737,0.1672602596351334,-7.524233608982666
39,symbolic_LandajuelaOrig2.pt,-7.079999923706055 *x1 + (-13.390000343322754*x1 + -3.119999885559082*x2) / (x0) + 0.27000001072883606,0.0125,True,1000,-4201.201409697995,0.7473698626138516,2.806123966633143
1,symbolic_LandajuelaOrig2.pt,-7.079999923706055 *x1 + (-13.390000343322754*x1 + -3.119999885559082*x2) / (x0) + 0.27000001072883606,0.05,False,1000,-873.7949506370837,-3.116032766923516,0.011418862500067658
6,symbolic_LandajuelaOrig2.pt,-7.079999923706055 *x1 + (-13.390000343322754*x1 + -3.119999885559082*x2) / (x0) + 0.27000001072883606,0.05,False,1000,-792.651891925119,19.077568588668417,-4.718917338874801
3,symbolic_LandajuelaOrig2.pt,-7.079999923706055 *x1 + (-13.390000343322754*x1 + -3.119999885559082*x2) / (x0) + 0.27000001072883606,0.05,False,1000,-777.4938348929394,-2.9234746676003702,0.47534464138110477
4,symbolic_LandajuelaOrig2.pt,-7.079999923706055 *x1 + (-13.390000343322754*x1 + -3.119999885559082*x2) / (x0) + 0.27000001072883606,0.05,False,1000,-695.5109144883133,2.090975398776739,-7.9910897585217
0,symbolic_LandajuelaOrig2.pt,-7.079999923706055 *x1 + (-13.390000343322754*x1 + -3.119999885559082*x2) / (x0) + 0.27000001072883606,0.05,False,1000,-692.0767640380474,3.077081444070801,-0.5020291487100204
13,symbolic_LandajuelaOrig2.pt,-7.079999923706055 *x1 + (-13.390000343322754*x1 + -3.119999885559082*x2) / (x0) + 0.27000001072883606,0.025,False,1000,-1667.6153899771123,3.057310010872036,-2.385166742433096
10,symbolic_LandajuelaOrig2.pt,-7.079999923706055 *x1 + (-13.390000343322754*x1 + -3.119999885559082*x2) / (x0) + 0.27000001072883606,0.025,False,1000,-1368.4738576019674,2.0678484118202314,-4.884638112851684
8,symbolic_LandajuelaOrig2.pt,-7.079999923706055 *x1 + (-13.390000343322754*x1 + -3.119999885559082*x2) / (x0) + 0.27000001072883606,0.025,False,1000,-1338.0186059983844,-18.541171380188107,7.775644611164098
7,symbolic_LandajuelaOrig2.pt,-7.079999923706055 *x1 + (-13.390000343322754*x1 + -3.119999885559082*x2) / (x0) + 0.27000001072883606,0.025,False,1000,-1305.1524477667163,-0.3399417645618216,-2.9641446515632563
