-4.004476070404052734e-01,5.760191679000854492e-01,-5.267097055912017822e-02,4.119356274604797363e-01,3.055455386638641357e-01
-3.325002193450927734e-01,-1.189826577901840210e-01,8.812246918678283691e-01,-1.509967565536499023e+00,4.394219517707824707e-01
-1.818374395370483398e-01,3.800371885299682617e-01,1.169760346412658691e+00,-5.239361524581909180e-01,-3.412318527698516846e-01
4.959246814250946045e-01,-1.040001273155212402e+00,7.736926078796386719e-01,1.611666679382324219e+00,8.372511714696884155e-02
-6.043778657913208008e-01,-7.191499322652816772e-02,-6.030805110931396484e-01,9.522734284400939941e-01,-3.226325809955596924e-01
-1.376833081245422363e+00,-4.243873357772827148e-01,9.202808141708374023e-01,1.560377597808837891e+00,2.121203243732452393e-01
-9.813838601112365723e-01,-3.171209692955017090e-01,8.726208209991455078e-01,-4.030988514423370361e-01,-3.741729855537414551e-01
5.479974672198295593e-02,7.462379932403564453e-01,-1.439356058835983276e-01,5.917989611625671387e-01,1.216706857085227966e-01
-1.156157732009887695e+00,-1.000548481941223145e+00,4.194605350494384766e-01,-6.402788758277893066e-01,-1.107466518878936768e-01
-6.650329232215881348e-01,-2.912991344928741455e-01,1.485348939895629883e+00,-1.033486485481262207e+00,3.501242101192474365e-01
6.335771679878234863e-01,-1.982048004865646362e-01,1.110524773597717285e+00,-1.483544707298278809e+00,5.462800264358520508e-01
1.070928573608398438e+00,3.800296783447265625e-01,3.011623322963714600e-01,-4.748278558254241943e-01,2.251330018043518066e-01
8.143175244331359863e-01,-8.294184207916259766e-01,-9.077821373939514160e-01,3.421242535114288330e-01,-1.571666449308395386e-01
4.299958944320678711e-01,5.286544561386108398e-01,2.695663273334503174e-01,1.268267631530761719e-01,4.380553066730499268e-01
-4.276475869119167328e-03,-6.832281351089477539e-01,1.702905446290969849e-01,6.127970814704895020e-01,4.784696549177169800e-02
5.489721298217773438e-01,-1.122706681489944458e-01,-9.657860994338989258e-01,2.142182350158691406e+00,8.813289552927017212e-02
-5.865126252174377441e-01,5.232678353786468506e-02,-3.184369206428527832e-01,-1.579491496086120605e+00,2.823439836502075195e-01
-6.312043219804763794e-02,3.859120309352874756e-01,-1.256211400032043457e+00,-1.485466510057449341e-01,7.479839771986007690e-02
-7.138936519622802734e-01,-2.602885365486145020e-01,-1.955085843801498413e-01,-1.676452994346618652e+00,-2.659717798233032227e-01
6.201005578041076660e-01,4.072969853878021240e-01,9.330439567565917969e-02,1.233743280172348022e-01,4.025211334228515625e-01
-8.413181900978088379e-01,1.456982344388961792e-01,1.528605222702026367e+00,8.997850418090820312e-01,4.829886257648468018e-01
2.879574000835418701e-01,4.173498451709747314e-01,3.774211183190345764e-02,-1.207714557647705078e+00,4.618106484413146973e-01
-1.030069947242736816e+00,-3.292923271656036377e-01,-9.208115339279174805e-01,1.575269818305969238e+00,9.939311444759368896e-02
1.262318193912506104e-01,3.079346716403961182e-01,-3.492405414581298828e-01,-1.012919768691062927e-01,-3.215928673744201660e-01
-1.526555895805358887e+00,1.290467381477355957e-01,-7.419127225875854492e-01,8.171006441116333008e-01,3.093836009502410889e-01
-1.396384596824645996e+00,-1.025556683540344238e+00,5.489546060562133789e-01,-4.117785990238189697e-01,-2.229289412498474121e-01
-2.350336015224456787e-01,-1.716206818819046021e-01,1.759163498878479004e+00,-1.748879551887512207e-01,-7.358976006507873535e-01
5.975478887557983398e-02,7.014787793159484863e-01,-3.376231789588928223e-01,6.535372138023376465e-02,8.042231947183609009e-02
3.693430125713348389e-02,2.978642098605632782e-02,-1.117618799209594727e+00,1.167731046676635742e+00,2.198566943407058716e-01
