,file_name,formula,h,explicit,ep_len,reward,init_omega,init_theta
58,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.0125,True,1000,-4050.4665779338907,-4.0520614106606345,2.0953407621611726
51,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.0125,True,1000,-4005.7306256470492,3.96580149246534,-2.6884957829478475
53,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.0125,True,1000,-4000.1394230185942,-3.4860912362951675,1.053452069525811
59,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.0125,True,1000,-3955.056859723959,3.3623341754418834,-5.05089322484314
50,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.0125,True,1000,-3906.346198940587,-3.5693253218357137,4.8041590565268715
2,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.05,False,1000,-1461.107393817332,-3.141592629131459,-1.0326798127510107e-06
7,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.05,False,1000,-1404.8018348903013,3.1415929158190337,9.16169782357819e-07
9,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.05,False,1000,-1227.3614416920725,-3.141594847839863,-2.654907218771971e-05
4,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.05,False,1000,-1051.232933719818,3.141545451177763,-2.293646294671469e-07
1,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.05,False,1000,-972.501128121912,3.1414592673014323,-0.0007826318332561816
14,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.025,False,1000,-2849.8781734829627,3.1415927651859707,6.972181318461079e-07
12,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.025,False,1000,-2820.466374207765,-3.1415924583296246,6.877545473229335e-07
16,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.025,False,1000,-2820.466374207765,3.141592445935308,-6.877545636606199e-07
11,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.025,False,1000,-2422.096101929723,3.1415914670864455,-1.666365529048909e-05
19,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.025,False,1000,-2333.290000074476,-3.1415870312388456,1.3944955306345896e-05
24,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.0125,False,1000,-5611.940501557004,3.141592756975579,5.3543386112604e-07
26,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.0125,False,1000,-5611.940501557004,3.1415928371572117,5.354338828019717e-07
27,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.0125,False,1000,-5611.940501557004,-3.14159271497006,-5.354338655117762e-07
25,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.0125,False,1000,-5413.215150825808,3.141592394225868,6.92876068623571e-08
29,symbolic_complex9A_cma_pendulum_fav_model.pt,((((-105.90263870882242*x2 + -424.71175274715085*x1) * x0) + 12.033308606113351*x1) / 50.57729733901235),0.0125,False,1000,-4790.041687877505,-3.1415926319619416,3.346508318324903e-06
