,file_name,formula,h,explicit,ep_len,reward,init_omega,init_theta
57,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.0125,True,1000,-4340.8139872308375,-2.907182882204346,2.3502068832175693
54,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.0125,True,1000,-4337.72203863251,-3.364221428933954,-2.4764880659205835
56,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.0125,True,1000,-4329.465967132395,2.946609080558052,-2.243221047411389
8,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.05,False,1000,-1630.8767025111244,3.0235017342494865,-0.8922359302856923
3,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.05,False,1000,-1401.119215465042,2.6405422907169394,1.2859074591109814
6,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.05,False,1000,-1390.5526754337216,3.4869461936700343,-2.301636548039798
5,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.05,False,1000,-1373.5683183560757,9.352827106152912,-0.9531069529771727
7,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.05,False,1000,-1271.7711822004196,-9.312409717960179,0.19399877507627103
14,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.025,False,1000,-2463.9278289546005,-2.936212132535392,0.722000066994248
18,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.025,False,1000,-2280.052654270827,-3.5449429865666695,1.5770916496201883
13,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.025,False,1000,-2230.996296232443,-3.285391599072296,-0.5229368465453231
15,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.025,False,1000,-2052.363971964008,-3.2633803470245946,-0.19841035930117953
10,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.025,False,1000,-2013.9771031964635,9.579808938805984,0.2539450173856031
25,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.0125,False,1000,-2292.8680680834027,3.074014629530481,-0.10910622768697155
24,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.0125,False,1000,-2158.9199376982674,-3.2324037994239485,-0.1469469133503896
29,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.0125,False,1000,-2149.6419399358583,3.2343958814551024,0.15020441454459302
23,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.0125,False,1000,-2142.5087682089297,3.23590984300783,0.1526814123567649
27,symbolic_complex17A_cma_pendulum_final_model.pt,(((10.216568048158265*x2 + 10.704010393648508*x1) * x0 * 28.661043483165862) / ((x2 * ((x2 * (x0 * x0)) * -14.06992802729482)) + -27.995914926588735)),0.0125,False,1000,-2122.4758326488263,3.042986876258744,-0.15970507636374867
