,file_name,formula,parametrized_formula,reward_mean,reward_std,reward16_mean,reward16_std,reward_halfdt_mean,reward_halfdt_std,explicit_reward_mean,explicit_reward_std,explicit_reward16_mean,explicit_reward16_std,explicit_reward_halfdt_mean,explicit_reward_halfdt_std,imexplicit_rew_discrep_mean,imexplicit_rew_discrep_std,step_rew_discrep_mean,step_rew_discrep_std,prec_discrep_mean,prec_discrep_std,prec_exp_discrep_mean,prec_exp_discrep_std
0,SmallNet_final_model.pt,3 -> 10 (relu) -> 1 (tanh) ,tba,-157.10983319311686,99.02102360189163,-157.12498749675353,99.04319876671377,-310.88365889485993,195.75035415212298,-304.3042049963592,307.7550055723525,-304.20068880061433,307.5807456710912,-290.3742560781422,168.92634049267133,188.15581726109096,285.3611885459624,153.86150406493013,98.2534362253476,0.029877250672573488,0.07788593569111474,0.17612456619446334,0.9201866740543327
1,SmallNet.pt,3 -> 10 (relu) -> 1 (tanh) ,tba,-183.047373957922,100.83995863512634,-183.0607786903008,100.85582337369337,-342.8787059861527,194.44752476998426,-145.15664964875575,68.91574571975816,-145.16209406110497,68.92747691448572,-298.89034661196797,146.2030106087811,43.33656704815478,54.79633842935528,160.92930261844313,105.0231001252563,0.03446343753807514,0.08129565918550356,0.017132556586315528,0.06872210136034435
