-1.260039567947387695e+00,1.236087322235107422e+00,9.169168472290039062e-01
1.144606590270996094e+00,-1.466713190078735352e+00,8.509677648544311523e-02
-1.401319742202758789e+00,-1.542449355125427246e+00,1.995905041694641113e-01
-1.762920618057250977e+00,1.458496928215026855e+00,8.251737356185913086e-01
-5.972246527671813965e-01,1.381482243537902832e+00,1.000239014625549316e+00
1.719952106475830078e+00,1.522464394569396973e+00,1.073713421821594238e+00
-1.754183769226074219e+00,-7.741654515266418457e-01,-9.464562535285949707e-01
1.894005298614501953e+00,-1.430717468261718750e+00,-1.525178432464599609e+00
-6.365063190460205078e-01,-1.042704224586486816e+00,4.929010272026062012e-01
2.266222238540649414e+00,1.918307542800903320e+00,6.678525805473327637e-01
