,file_name,formula,h,explicit,reward,init_xpos,init_xdot,init_theta,init_thetadot
35,symbolic_complex21_cma_swingup_fav_model.pt,((x3 * 6.767351200568742) + 3.6233933730772825 * x4) / (((((x3 * 3.2482882936834527) + 0.6662924081343168 * x4) * ((x3 * 9.135688327946498) + 1.1997753336125263 * x4)) * -0.7465929829897744) + -0.13873262464256828),0.01,False,-39823.87572373251,0.14404449043387701,-0.44928264114398514,3.357690802879067,0.4453163071906623
46,symbolic_complex21_cma_swingup_fav_model.pt,((x3 * 6.767351200568742) + 3.6233933730772825 * x4) / (((((x3 * 3.2482882936834527) + 0.6662924081343168 * x4) * ((x3 * 9.135688327946498) + 1.1997753336125263 * x4)) * -0.7465929829897744) + -0.13873262464256828),0.005,False,-11204.282642550772,0.3543961925535649,0.49936142841039355,2.899743568938622,-0.4993301132822012
49,symbolic_complex21_cma_swingup_fav_model.pt,((x3 * 6.767351200568742) + 3.6233933730772825 * x4) / (((((x3 * 3.2482882936834527) + 0.6662924081343168 * x4) * ((x3 * 9.135688327946498) + 1.1997753336125263 * x4)) * -0.7465929829897744) + -0.13873262464256828),0.005,False,-11201.16032000588,-0.4819337971497902,0.49521903159300107,2.8996974613998754,-0.49943078265799773
47,symbolic_complex21_cma_swingup_fav_model.pt,((x3 * 6.767351200568742) + 3.6233933730772825 * x4) / (((((x3 * 3.2482882936834527) + 0.6662924081343168 * x4) * ((x3 * 9.135688327946498) + 1.1997753336125263 * x4)) * -0.7465929829897744) + -0.13873262464256828),0.005,False,-11151.594052009685,0.06732244084795933,-0.4994011036157957,3.382912239611781,0.4980964383025798
44,symbolic_complex21_cma_swingup_fav_model.pt,((x3 * 6.767351200568742) + 3.6233933730772825 * x4) / (((((x3 * 3.2482882936834527) + 0.6662924081343168 * x4) * ((x3 * 9.135688327946498) + 1.1997753336125263 * x4)) * -0.7465929829897744) + -0.13873262464256828),0.005,False,-11138.388608713176,-0.22584337393972626,-0.48532975770989273,3.38311167508757,0.49853950506887446
45,symbolic_complex21_cma_swingup_fav_model.pt,((x3 * 6.767351200568742) + 3.6233933730772825 * x4) / (((((x3 * 3.2482882936834527) + 0.6662924081343168 * x4) * ((x3 * 9.135688327946498) + 1.1997753336125263 * x4)) * -0.7465929829897744) + -0.13873262464256828),0.005,False,-11102.925099891338,-0.2822034795912106,-0.49376434818855586,3.3831686600179847,0.4986860551379546
53,symbolic_complex21_cma_swingup_fav_model.pt,((x3 * 6.767351200568742) + 3.6233933730772825 * x4) / (((((x3 * 3.2482882936834527) + 0.6662924081343168 * x4) * ((x3 * 9.135688327946498) + 1.1997753336125263 * x4)) * -0.7465929829897744) + -0.13873262464256828),0.0025,False,-11037.398637046172,0.09730709988733885,-0.49999324548562774,3.6415843281750986,-0.4999978819197952
52,symbolic_complex21_cma_swingup_fav_model.pt,((x3 * 6.767351200568742) + 3.6233933730772825 * x4) / (((((x3 * 3.2482882936834527) + 0.6662924081343168 * x4) * ((x3 * 9.135688327946498) + 1.1997753336125263 * x4)) * -0.7465929829897744) + -0.13873262464256828),0.0025,False,-11037.33724218616,-0.2905283871817821,-0.49993836076970777,3.641584367679279,-0.4999360913735962
54,symbolic_complex21_cma_swingup_fav_model.pt,((x3 * 6.767351200568742) + 3.6233933730772825 * x4) / (((((x3 * 3.2482882936834527) + 0.6662924081343168 * x4) * ((x3 * 9.135688327946498) + 1.1997753336125263 * x4)) * -0.7465929829897744) + -0.13873262464256828),0.0025,False,-11037.139069277937,-0.3290005479384514,0.49993206846362415,2.641599843392457,0.4999960403958466
50,symbolic_complex21_cma_swingup_fav_model.pt,((x3 * 6.767351200568742) + 3.6233933730772825 * x4) / (((((x3 * 3.2482882936834527) + 0.6662924081343168 * x4) * ((x3 * 9.135688327946498) + 1.1997753336125263 * x4)) * -0.7465929829897744) + -0.13873262464256828),0.0025,False,-11036.576085823684,0.21998756676181797,-0.4998927912439638,3.641591035125849,-0.4999635442011166
57,symbolic_complex21_cma_swingup_fav_model.pt,((x3 * 6.767351200568742) + 3.6233933730772825 * x4) / (((((x3 * 3.2482882936834527) + 0.6662924081343168 * x4) * ((x3 * 9.135688327946498) + 1.1997753336125263 * x4)) * -0.7465929829897744) + -0.13873262464256828),0.0025,False,-11013.069984858279,-0.339418741993625,0.49962180198810124,2.641612635009624,0.4748360570091159
